"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
3	"C9H11NO2"	"[M + H]+"	"C9H12NO2+"	"Amino acids and Peptides"	1	"Small peptides"	1	"Aminoacids"	1	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.995	"Amino acids and derivatives"	0.995	"Phenylalanine and derivatives"	0.894	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	166.086	92	1.53	836961334382764672	836961008837645056	836961008837645056	192	NA	192
2	"C8H6"	"[M + H3N + H]+"	"C8H10N+"	"Shikimates and Phenylpropanoids"	0.426	"Phenylpropanoids (C6-C3)"	0.586	"Cinnamic acids and derivatives"	0.519	"Benzenoids"	0.957	"Benzene and substituted derivatives"	0.691	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.691	"Organic compounds; Allenes; Benzene and substituted derivatives; Benzenoids; Hydrocarbons; Olefins; Unsaturated hydrocarbons; Aromatic hydrocarbons; Chemical entities"	120.081	92	1.53	836961310429093120	836961008875393792	836961008875393792	193	NA	193
1	"C11H14O7"	"[M + H3N + H]+"	"C11H18NO7+"	"Carbohydrates"	0.596	"Phloroglucinols"	0.337	"Acyl phloroglucinols"	0.543	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.96	"Monosaccharides"	0.931	"Hexoses"	0.717	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	276.108	92	1.531	836961155818644736	836961008913142528	836961008913142528	194	NA	194
1	"C8H10O2"	"[M + H3N + H]+"	"C8H14NO2+"	"Terpenoids"	0.537	"Cyclic polyketides"	0.306	"Fatty aldehydes"	0.135	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.999	"Carbonyl compounds"	0.853	"Ketones"	0.52	"Ketones"	0.52	"Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	156.102	92	1.536	836961151024554880	8.36961009018e+17	8.36961009018e+17	197	NA	197
1	"C12H18N2O4S"	"[M + H3N + H]+"	"C12H22N3O4S+"	"Amino acids and Peptides"	0.876	"Small peptides"	0.504	"Aminoacids"	0.399	"Organic acids and derivatives"	0.92	"Carboxylic acids and derivatives"	0.653	"Amino acids, peptides, and analogues"	0.501	"Amino acids and derivatives"	0.498	"Amino acids"	0.538	"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	304.132	92	1.539	836961162793772672	836961009051554560	836961009051554560	198	NA	198
1	"C13H24O4"	"[M + H3N + H]+"	"C13H28NO4+"	"Fatty acids"	0.493	"Sesquiterpenoids"	0.123	"Macrolide lactones"	0.142	"Lipids and lipid-like molecules"	0.581	"Fatty Acyls"	0.501	NA	NA	NA	NA	"Fatty Acyls"	0.501	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	262.201	93	1.547	836961336052097792	836961009085108992	836961009085108992	199	NA	199
1	"C14H24N2O6"	"[M - H2O + H]+"	"C14H23N2O5+"	"Amino acids and Peptides"	0.951	"Small peptides"	0.941	"Dipeptides"	0.825	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.999	"Amino acids, peptides, and analogues"	0.984	"Peptides"	0.793	"Peptides"	0.793	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	299.16	94	1.559	836961160788895232	836961009118663424	836961009118663424	200	NA	200
1	"C13H20N2O4"	"[M + H3N + H]+"	"C13H24N3O4+"	"Amino acids and Peptides"	0.62	"Small peptides"	0.398	"Dipeptides"	0.425	"Lipids and lipid-like molecules"	0.568	"Fatty Acyls"	0.575	NA	NA	NA	NA	"Fatty Acyls"	0.575	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	286.176	97	1.612	836961223388888448	836961009194160896	836961009189966592	202	NA	202
2	"C19H32N2O13"	"[M - H2O + H]+"	"C19H31N2O12+"	"Carbohydrates"	1	"Aminosugars and aminoglycosides"	0.861	"Aminosugars"	0.836	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.999	"Aminosaccharides"	0.998	"Acylaminosugars"	0.631	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Acylaminosugars; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Hemiacetals; Carboxylic acid derivatives; Amino sugars; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; Aminosaccharides; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	479.187	97	1.616	836961193550606464	836961009156412160	836961009156412160	201	NA	201
1	"C10H12O3"	"[M + H3N + H]+"	"C10H16NO3+"	"Fatty acids"	0.899	"Fatty Acids and Conjugates"	0.433	"Unsaturated fatty acids"	0.181	"Organic acids and derivatives"	0.856	"Carboxylic acids and derivatives"	0.855	"Carboxylic acids"	0.76	NA	NA	"Carboxylic acids"	0.76	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	198.113	97	1.619	836961341617939456	836961009227715328	836961009227715328	203	NA	203
1	"C9H11NO"	"[M + H3N + H]+"	"C9H15N2O+"	"Alkaloids"	0.976	"Nicotinic acid alkaloids"	0.867	"Pyridine alkaloids"	0.867	"Organoheterocyclic compounds"	0.799	"Pyridines and derivatives"	0.577	NA	NA	NA	NA	"Pyridines and derivatives"	0.577	"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Organooxygen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	167.118	97	1.624	836961145190277760	836961009265464064	836961009265464064	204	NA	204
1	"C13H24O4"	"[M + H3N + H]+"	"C13H28NO4+"	"Fatty acids"	0.61	"Fatty esters"	0.171	"Iridoids monoterpenoids"	0.123	"Lipids and lipid-like molecules"	0.655	"Fatty Acyls"	0.594	NA	NA	NA	NA	"Fatty Acyls"	0.594	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	262.201	100	1.661	8.3696116513e+17	836961009299018496	836961009299018496	205	NA	205
1	"C10H19NO3"	"[M + H3N + H]+"	"C10H23N2O3+"	"Amino acids and Peptides"	0.48	"Small peptides"	0.315	"Aminoacids"	0.178	"Organic acids and derivatives"	0.919	"Carboxylic acids and derivatives"	0.902	"Amino acids, peptides, and analogues"	0.512	"Amino acids and derivatives"	0.513	"Amino acids and derivatives"	0.513	"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	219.17	100	1.671	836961196616643072	836961009521316608	836961009521316608	211	NA	211
1	"C14H19NO5"	"[M + H3N + H]+"	"C14H23N2O5+"	"Alkaloids"	0.616	"Ornithine alkaloids"	0.521	"Pyrrolidine alkaloids"	0.213	"Organic acids and derivatives"	0.955	"Carboxylic acids and derivatives"	0.917	"Carboxylic acid derivatives"	0.741	NA	NA	"Carboxylic acid derivatives"	0.741	"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	299.16	101	1.675	836961335007715968	836961009487762176	836961009483567872	210	NA	210
3	"C8H15NO3"	"[M + Na]+"	"C8H15NNaO3+"	"Amino acids and Peptides"	0.781	"Small peptides"	0.724	"Aminoacids"	0.357	"Lipids and lipid-like molecules"	0.737	"Fatty Acyls"	0.741	"Fatty acids and conjugates"	0.789	"Branched fatty acids"	0.525	"Branched fatty acids"	0.525	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	196.095	101	1.676	836961166237296512	836961009412264704	836961009412264704	208	NA	208
1	"C8H10O2"	"[M + H3N + H]+"	"C8H14NO2+"	"Fatty acids"	0.734	"Fatty Acids and Conjugates"	0.232	"Unsaturated fatty acids"	0.368	"Organic acids and derivatives"	0.479	"Carboxylic acids and derivatives"	0.497	"Monocarboxylic acids and derivatives"	0.526	NA	NA	"Monocarboxylic acids and derivatives"	0.526	"Organic compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	156.102	101	1.677	836961154006705280	836961009450013440	836961009450013440	209	NA	209
1	"C8H10O2"	"[M + H]+"	"C8H11O2+"	"Fatty acids"	0.773	"Fatty Acids and Conjugates"	0.317	"Unsaturated fatty acids"	0.59	"Organic acids and derivatives"	0.57	"Carboxylic acids and derivatives"	0.561	"Monocarboxylic acids and derivatives"	0.618	NA	NA	"Monocarboxylic acids and derivatives"	0.618	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	139.075	101	1.677	836961143722271360	836961009336767232	836961009336767232	206	NA	206
1	"C8H8O"	"[M + H3N + H]+"	"C8H12NO+"	"Shikimates and Phenylpropanoids"	0.882	"Phenylpropanoids (C6-C3)"	0.97	"Cinnamic acids and derivatives"	0.964	"Benzenoids"	0.951	"Benzene and substituted derivatives"	0.83	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.83	"Organic compounds; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	138.091	101	1.681	836961149661406080	836961009374515968	836961009374515968	207	NA	207
1	"C9H12O3"	"[M + H3N + H]+"	"C9H16NO3+"	"Fatty acids"	0.464	"Monoterpenoids"	0.234	"2-pyrone derivatives"	0.2	"Organic acids and derivatives"	0.889	"Carboxylic acids and derivatives"	0.849	"Monocarboxylic acids and derivatives"	0.671	NA	NA	"Monocarboxylic acids and derivatives"	0.671	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	186.112	102	1.7	836961145223832192	836961009592619776	836961009592619776	213	NA	213
3	"C12H9FN2"	"[M + H3N + H]+"	"C12H13FN3+"	"Alkaloids"	0.91	"Tryptophan alkaloids"	0.833	"Carboline alkaloids"	0.904	"Benzenoids"	0.986	"Benzene and substituted derivatives"	0.589	"Halobenzenes"	0.569	"Fluorobenzenes"	0.68	"Fluorobenzenes"	0.68	"Organic compounds; Organoheterocyclic compounds; Halobenzenes; Organohalogen compounds; Organonitrogen compounds; Aryl fluorides; Fluorobenzenes; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	218.108	103	1.712	836961149200032640	836961009554871040	836961009554871040	212	NA	212
4	"C7H12F2N2O"	"[M + H3N + H]+"	"C7H16F2N3O+"	"Alkaloids"	0.287	"Small peptides"	0.35	"Halogenated fatty acids"	0.435	"Organohalogen compounds"	0.988	"Aryl halides"	0.506	"Aryl fluorides"	0.724	NA	NA	"Aryl fluorides"	0.724	"Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Organofluorides; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	196.126	103	1.713	836961320084381568	836961009663922944	836961009663922944	215	NA	215
1	"C6H6ClF"	"[M + Na]+"	"C6H6ClFNa+"	"Fatty acids"	0.16	"Fatty acyls"	0.036	"Halogenated fatty acids"	0.071	"Benzenoids"	0.996	"Benzene and substituted derivatives"	0.989	"Halobenzenes"	0.981	"Chlorobenzenes"	0.803	"Chlorobenzenes"	0.803	"Organic compounds; Halobenzenes; Organohalogen compounds; Alkyl chlorides; Aryl chlorides; Aryl fluorides; Chlorobenzenes; Fluorobenzenes; Organochlorides; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Hydrocarbon derivatives; Chemical entities"	155.003	103	1.716	836961172621027840	836961009630368512	836961009626174208	214	NA	214
1	"C9H12O2"	"[M + H3N + H]+"	"C9H16NO2+"	"Fatty acids"	0.679	"Monoterpenoids"	0.53	"Unsaturated fatty acids"	0.414	"Organic acids and derivatives"	0.588	"Carboxylic acids and derivatives"	0.629	"Monocarboxylic acids and derivatives"	0.579	NA	NA	"Monocarboxylic acids and derivatives"	0.579	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	170.118	105	1.757	836961147253875456	836961009869443840	836961009869443840	221	NA	221
1	"C9H17NO2"	"[M + H3N + H]+"	"C9H21N2O2+"	"Amino acids and Peptides"	0.729	"Small peptides"	0.789	"Aminoacids"	0.735	"Organic acids and derivatives"	0.961	"Carboxylic acids and derivatives"	0.955	"Amino acids, peptides, and analogues"	0.777	"Amino acids and derivatives"	0.777	"Amino acids"	0.731	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	189.16	106	1.761	836961152408675328	836961009697477376	836961009697477376	216	NA	216
1	"C7H10O2"	"[M + H3N + H]+"	"C7H14NO2+"	"Fatty acids"	0.896	"Fatty Acids and Conjugates"	0.779	"Unsaturated fatty acids"	0.792	"Lipids and lipid-like molecules"	0.504	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.504	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	144.102	106	1.761	836961168242174080	836961009731031808	836961009731031808	217	NA	217
1	"C9H17NO3"	"[M + Na]+"	"C9H17NNaO3+"	"Alkaloids"	0.602	"Ornithine alkaloids"	0.663	"Tropane alkaloids"	0.249	"Organic acids and derivatives"	0.985	"Carboxylic acids and derivatives"	0.983	"Amino acids, peptides, and analogues"	0.685	"Amino acids and derivatives"	0.685	"Amino acids and derivatives"	0.685	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	210.11	106	1.771	836961338912613248	836961009835889408	836961009835889408	220	NA	220
1	"C11H21NO3"	"[M + H3N + H]+"	"C11H25N2O3+"	"Fatty acids"	0.53	"Small peptides"	0.353	"Aminoacids"	0.352	"Organic acids and derivatives"	0.949	"Carboxylic acids and derivatives"	0.946	"Amino acids, peptides, and analogues"	0.599	"Amino acids and derivatives"	0.6	"Amino acids and derivatives"	0.6	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	233.186	106	1.772	836961156733003008	836961009764586240	836961009764586240	218	NA	218
1	"C9H14O3"	"[M + H3N + H]+"	"C9H18NO3+"	"Fatty acids"	0.971	"Fatty Acids and Conjugates"	0.478	"Lactones"	0.485	"Organic acids and derivatives"	0.895	"Carboxylic acids and derivatives"	0.882	"Carboxylic acids"	0.569	NA	NA	"Carboxylic acids"	0.569	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	188.128	109	1.819	836961304183774208	836961009940747008	836961009940747008	223	NA	223
1	"C7H12O2"	"[M + H3N + H]+"	"C7H16NO2+"	"Fatty acids"	0.993	"Fatty Acids and Conjugates"	0.908	"Unsaturated fatty acids"	0.847	"Lipids and lipid-like molecules"	0.533	"Fatty Acyls"	0.498	"Fatty acids and conjugates"	0.534	NA	NA	"Fatty acids and conjugates"	0.534	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	146.118	110	1.828	836961149367804800	836961009978495872	836961009974301568	224	NA	224
1	"C8H14O2"	"[M + H]+"	"C8H15O2+"	"Fatty acids"	0.911	"Fatty acyls"	0.541	"Fatty aldehydes"	0.245	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.999	"Carbonyl compounds"	0.73	NA	NA	"Carbonyl compounds"	0.73	"Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	143.107	111	1.858	836961333074141696	836961010012050304	836961010007856000	225	NA	225
1	"C13H25BN2O3Si"	"[M + Na]+"	"C13H25BN2NaO3Si+"	"Amino acids and Peptides"	0.514	"Monoterpenoids"	0.637	"Pinane monoterpenoids"	0.669	"Organic acids and derivatives"	0.978	"Boronic acid derivatives"	0.776	"Boronic acids"	0.538	NA	NA	"Boronic acids"	0.538	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Boronic acids; Organometallic compounds; Carboxylic acid amides; Boronic acid derivatives; Carboxylic acid derivatives; Organometalloid compounds; Carbonyl compounds; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	318.166	113	1.878	836961171132049792	836961010045604736	836961010041410432	226	NA	226
1	"C13H25BN2O3Si"	"[M + Na]+"	"C13H25BN2NaO3Si+"	"Amino acids and Peptides"	0.486	"Monoterpenoids"	0.636	"Pinane monoterpenoids"	0.678	"Organic acids and derivatives"	0.971	"Boronic acid derivatives"	0.765	"Boronic acids"	0.565	NA	NA	"Boronic acids"	0.565	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Boronic acids; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Carbonyl compounds; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	318.166	113	1.879	836961220394155008	836961009907192576	836961009902998272	222	NA	222
3	"C11H17NO3"	"[M + H3N + H]+"	"C11H21N2O3+"	"Amino acids and Peptides"	0.574	"Fatty amides"	0.174	"Primary amides"	0.26	"Lipids and lipid-like molecules"	0.505	"Fatty Acyls"	0.511	NA	NA	NA	NA	"Fatty Acyls"	0.511	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	229.155	116	1.939	836961300614421248	836961010112713600	836961010112713600	228	NA	228
2	"C5H7N5O2"	"[M - H2O + H]+"	"C5H6N5O+"	"Alkaloids"	0.948	"Pseudoalkaloids (transamidation)"	0.88	"Purine alkaloids"	0.927	"Organoheterocyclic compounds"	0.999	"Imidazopyrimidines"	0.719	NA	NA	NA	NA	"Imidazopyrimidines"	0.719	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	152.057	118	1.963	836961320357011328	836961010146268032	836961010146268032	229	NA	229
2	"C11H15N5O3S"	"[M + H]+"	"C11H16N5O3S+"	"Carbohydrates"	1	"Nucleosides"	1	"Purine nucleosides"	0.999	"Nucleosides, nucleotides, and analogues"	0.977	"5'-deoxyribonucleosides"	0.996	"5'-deoxy-5'-thionucleosides"	0.996	NA	NA	"5'-deoxy-5'-thionucleosides"	0.996	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Thioethers; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Sulfenyl compounds; Dialkylthioethers; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 5'-deoxyribonucleosides; 5'-deoxy-5'-thionucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	298.097	118	1.969	836961312975035776	836961010184016768	836961010179822464	230	NA	230
