row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260428_CVOL_Group_01_11A.mzML Peak area,20260428_CVOL_Group_01_11B.mzML Peak area,20260428_CVOL_Group_01_11C.mzML Peak area,20260428_CVOL_Group_01_11D.mzML Peak area,20260428_CVOL_Group_01_4A.mzML Peak area,20260428_CVOL_Group_01_4B.mzML Peak area,20260428_CVOL_Group_01_4C.mzML Peak area,20260428_CVOL_Group_01_4D.mzML Peak area,20260428_CVOL_Group_01_8A.mzML Peak area,20260428_CVOL_Group_01_8B.mzML Peak area,20260428_CVOL_Group_01_8C.mzML Peak area,20260428_CVOL_Group_01_8D.mzML Peak area,20260428_CVOL_Group_01_QC_01.mzML Peak area,20260428_CVOL_Group_01_QC_02.mzML Peak area,20260428_CVOL_Group_01_QC_03.mzML Peak area,20260428_CVOL_Group_01_QC_04.mzML Peak area,20260428_CVOL_Group_01_QC_05.mzML Peak area,20260428_CVOL_Group_01_QC_06.mzML Peak area,20260428_CVOL_Group_01_WT_A.mzML Peak area,20260428_CVOL_Group_01_WT_B.mzML Peak area,20260428_CVOL_Group_01_WT_C.mzML Peak area,20260428_CVOL_Group_01_WT_D.mzML Peak area,20260428_CVOL_Group_01_blank.mzML Peak area,Unnamed: 36
168,341.2433383869768,0.93928194,height,,,,,,,,,,,0.0,0.0,0.0,0.0,3439315.8,1709741.0,913992.3,1086610.4,0.0,0.0,1330342.5,0.0,0.0,0.0,0.0,0.0,240739.67,347608.38,0.0,0.0,0.0,455649.72,0.0,
169,758.5707018517729,0.9413801,height,,,,,,,,,,,121774020.0,141885540.0,104773320.0,129659544.0,12462222.0,8485499.0,15069703.0,8787817.0,131554520.0,106672560.0,175060240.0,156384780.0,124018450.0,124300136.0,113596890.0,137728880.0,105620270.0,110246510.0,127815670.0,134925980.0,131263304.0,124255230.0,0.0,
170,772.5862802048777,0.942401,height,,,,,,,,,,,23393158.0,27473324.0,21869362.0,28399266.0,1554087.9,1111455.4,1724826.6,976808.4,19781372.0,46721350.0,40295108.0,37093616.0,25701532.0,26202594.0,23145288.0,28043544.0,21730576.0,24361634.0,16360231.0,19524416.0,19450598.0,18590400.0,0.0,
171,1516.132192221869,0.94310135,height,,,,,,,,,,,1803681.6,2729636.5,2417785.8,2350883.5,0.0,0.0,0.0,0.0,2670198.0,2004127.9,2919663.0,2385289.8,1964606.6,2691710.0,1991739.0,1982188.5,2040842.5,1730102.5,2768430.2,2844676.5,2669865.8,2667594.0,0.0,
172,1532.1594178034468,0.94481766,height,,,,,,,,,,,1099244.1,1622330.4,1132061.5,1620221.2,0.0,0.0,0.0,0.0,1064401.8,2209831.2,1708913.9,1386945.4,1034964.25,1473426.1,1155155.4,1056246.4,1428971.5,1022688.75,850655.94,1116072.6,929644.6,1046835.06,0.0,
173,1518.1459413830275,0.9454242,height,,,,,,,,,,,2641239.8,4111686.8,3000808.2,3479283.8,0.0,0.0,0.0,0.0,3311318.8,3169116.5,4425820.5,3476644.0,2529465.0,3355574.5,2704394.5,2576764.2,2597024.0,2532017.2,3103690.0,3699069.2,3078311.5,3707797.8,0.0,
174,760.584042524756,0.9456087,height,,,,,,,,,,,58179092.0,67024990.0,51502416.0,60036044.0,8338692.0,4478427.5,9844520.0,5542538.5,55827268.0,67580440.0,87517890.0,73272790.0,55373716.0,64230816.0,50531484.0,60576996.0,48620730.0,56946356.0,58080764.0,61576456.0,61312090.0,58863812.0,0.0,
175,744.5544618806573,0.94789976,height,,,,,,,,,,,5375814.5,6979765.5,5240751.0,6201930.5,503521.8,338241.44,654296.3,0.0,4862003.5,9361758.0,8556028.0,7995401.5,5499231.5,6387148.5,5172341.5,5539227.5,4919008.5,5675206.5,4561549.0,5311174.0,4775468.0,4456726.5,0.0,
176,730.5389949327717,0.9511101,height,,,,,,,,,,,7044059.0,7986784.0,6263778.0,6615390.5,5267770.0,3215676.2,4979211.5,3642118.0,8441700.0,4009879.5,7990102.0,6998056.0,6510914.0,8549959.0,6383832.0,6826254.5,6778474.5,7729473.0,8498419.0,9580039.0,8597308.0,8685831.0,0.0,
177,123.05546993345706,0.9515661,height,,,,,,,,,,,8121892.0,9422432.0,8218597.5,6330397.0,18489968.0,17712598.0,24527044.0,16715474.0,6112837.5,8317471.5,6394060.5,9332490.0,6901938.0,7321187.0,6731628.5,7346914.5,7101868.0,7214118.0,6662415.0,7413055.5,8972483.0,8805517.0,0.0,
178,773.5535985147025,0.9564101,height,,,,,,,,,,,3748052.2,1814374.0,1861417.6,1725485.2,0.0,0.0,0.0,0.0,1875961.2,0.0,1926137.8,1114660.9,1089449.1,1471802.9,936025.0,1087391.9,1526611.5,1315768.1,2338677.2,2348753.8,2212043.8,2241339.5,0.0,
179,814.5947104532529,0.95211846,height,,,,,,,,,,,5331821.5,2306538.5,2349113.8,2398807.5,0.0,0.0,0.0,0.0,1778147.8,2080216.5,3181847.2,2576090.2,1640412.9,2342774.0,1705029.9,1565235.6,1721283.1,1830175.9,2212586.5,1908379.5,1835338.9,2114269.0,0.0,
180,800.5796385008564,0.9527524,height,,,,,,,,,,,28682308.0,12843709.0,11979031.0,11831687.0,366115.75,0.0,0.0,0.0,14665656.0,0.0,11358517.0,9059426.0,0.0,10180570.0,7775501.0,8539902.0,8068082.0,8791027.0,19320066.0,18780218.0,17443854.0,17242842.0,0.0,
181,801.5822580195711,0.9557521,height,,,,,,,,,,,14508932.0,6450474.5,6693395.5,6442679.5,0.0,0.0,0.0,0.0,7184565.0,0.0,6270473.0,4641477.5,4017262.8,5058329.0,3925529.8,4055324.2,3684038.2,4540102.5,9520737.0,9667942.0,8712875.0,8759678.0,0.0,
182,772.5507180443053,0.9569169,height,,,,,,,,,,,8383749.5,3485846.2,3552786.8,3483944.2,0.0,0.0,0.0,0.0,4510756.0,0.0,3788815.0,2654672.5,2326903.5,2748977.5,2153259.0,2192633.2,2129827.8,2505993.0,5100298.5,4845829.5,4549526.5,4326873.0,0.0,
183,567.5096692424297,0.9911301,height,,,,,,,,,,,0.0,0.0,0.0,0.0,2137965.8,1231617.4,1783226.4,2045307.4,0.0,0.0,0.0,0.0,291584.47,332540.03,315218.34,0.0,0.0,303242.8,0.0,0.0,0.0,0.0,0.0,
184,537.2602514048584,0.9805183,height,,,,,,,,,,,0.0,0.0,362248.8,331220.75,2660020.0,2747673.8,4079315.0,2737791.5,389253.94,0.0,0.0,0.0,392735.1,456140.75,409274.12,0.0,319245.12,323193.84,399505.78,0.0,385245.06,325557.0,0.0,
185,816.5714216455017,0.97727203,height,,,,,,,,,,,2439615.8,1278144.2,1209682.6,1513743.4,0.0,0.0,0.0,0.0,1336364.4,523101.53,925771.7,1078463.9,749833.4,787423.9,727657.56,823675.5,700136.44,785406.2,1675340.8,1607430.8,1682098.4,1546903.1,0.0,
186,187.14414111934616,0.9875838,height,,,,,,,,,,,688749.8,0.0,0.0,738297.75,4226545.0,1851996.1,1124064.2,1809309.9,0.0,249403.72,2002270.1,0.0,778566.4,816874.25,827700.7,751460.25,741511.3,694370.5,766736.0,367723.75,0.0,1816128.0,0.0,
187,446.25385620696807,1.0301311,height,,,,,,,,,,,443295.75,276500.47,0.0,0.0,2593908.5,0.0,3415647.5,4679134.0,0.0,369838.5,301803.88,239532.05,909125.44,911602.94,759734.6,621041.1,0.0,650453.1,0.0,303823.1,639562.6,716647.06,1930634.5,
188,184.0968426263484,0.9947306,height,,,,,,,,,,,565018.2,414492.03,391124.38,0.0,726945.0,741587.3,856293.5,742048.56,0.0,376664.03,318895.62,372514.94,406011.62,421445.66,442547.12,348418.38,424567.84,416735.72,491706.22,0.0,499489.72,526291.2,1358491.0,
189,156.1019763310462,0.99830145,height,,,,,,,,,,,11785243.0,5295663.5,4713415.5,10020479.0,24606112.0,21078506.0,16084246.0,20295544.0,5500227.5,5561551.5,13519517.0,4174674.8,9119099.0,9701395.0,10821939.0,8292102.5,7836820.5,7707328.5,9641076.0,7187504.5,5132566.0,17176280.0,6834913.0,
190,170.1175915479005,0.9845551,height,,,,,,,,,,,1721483.9,597460.25,503217.06,1451344.1,15009069.0,3148782.0,2138534.5,3230657.5,600784.4,683026.2,2734369.5,386112.75,1353183.4,1475676.1,1732818.2,1383264.0,1673313.4,1412603.6,1449564.6,982468.4,591831.56,2698618.0,4196708.5,
191,139.075377569126,1.0027647,height,,,,,,,,,,,2035562.9,777153.3,715338.2,1748881.5,4192239.8,3533029.5,2635640.8,3592872.5,935635.7,1009582.0,2297987.5,709080.9,1679482.4,1696298.9,1815670.1,1481149.0,1335944.6,1466360.4,1756254.2,1168453.2,920340.4,3093836.5,1183890.1,
192,196.09445509102352,1.0148928,height,,,,,,,,,,,431733.84,0.0,0.0,0.0,3180309.5,3063882.8,2740913.2,3130645.2,0.0,0.0,272305.5,0.0,299234.47,320924.2,386288.34,296385.22,241525.45,0.0,309167.6,0.0,0.0,613971.8,2189697.2,
193,818.5901855034622,1.0046645,height,,,,,,,,,,,4870685.0,3295182.2,2300812.8,3126732.2,0.0,0.0,0.0,0.0,2568421.0,2128657.2,2884766.8,2572840.2,1713138.5,2092691.9,1888016.6,1887177.2,1612470.8,1742856.9,3762685.5,4349889.5,2739600.8,3405403.5,0.0,
194,254.24786688036428,1.0063595,height,,,,,,,,,,,1451676.1,1320348.0,1182424.1,962960.75,1386218.0,1592834.6,1971867.0,1734314.0,1435919.1,1053298.9,785358.75,1285699.2,1427655.4,1712217.1,1821359.4,1388749.4,1661875.0,1589807.4,1155765.2,1756307.6,1458414.5,804362.2,2971660.5,
195,308.22192454807475,1.0008553,height,,,,,,,,,,,1284684.5,565731.9,445255.25,0.0,4438169.0,3723674.2,3253239.0,3409755.2,765115.94,573374.4,1816145.5,440443.62,1248802.6,1360965.0,1432414.5,0.0,1342578.9,1304245.1,1424159.9,1052581.5,687495.44,1712931.5,1374513.8,
196,506.5303454822675,1.0069472,height,,,,,,,,,,,547035.7,503495.72,657364.06,613090.8,856256.5,1048386.44,1229876.2,939166.5,1765131.9,0.0,509818.28,587666.7,906015.9,1005537.5,1133957.6,814105.25,976018.25,996590.06,580731.56,507529.44,721410.4,494259.97,2477454.5,
197,283.2824215543448,1.000576,height,,,,,,,,,,,3649974.2,3330020.0,2962960.0,2563917.2,2870625.0,4027947.8,4960205.0,4045202.8,3911659.2,2838450.8,1683018.8,3460759.2,4080608.2,4314300.0,4395606.5,3535219.8,4417539.0,4637251.0,0.0,4335757.0,4241304.5,1926503.4,7692550.0,
198,256.26349066613693,1.0021567,height,,,,,,,,,,,1379182.2,1109844.0,1121197.2,1056513.5,1684483.4,1800558.2,1958016.5,1861940.2,1378217.9,1034836.3,1046252.44,1244697.6,1616881.1,1749022.1,1674744.1,1516835.5,1433681.8,1652491.8,1371081.1,1746651.2,1369407.1,957340.44,2694339.8,
199,281.2669857453645,1.0078934,height,,,,,,,,,,,1457132.0,1045518.3,760915.1,1261107.5,3202079.0,0.0,2093199.9,2091885.1,1050060.5,0.0,2072948.2,712089.56,1567678.4,1796515.9,2070984.0,1486617.1,1417636.2,1589626.9,1573938.4,1459149.4,1076451.9,1479659.4,1743322.9,
200,296.25839481259624,1.0108383,height,,,,,,,,,,,7768383.5,3244833.2,2766189.5,7361113.0,25318304.0,0.0,10481353.0,13352532.0,3579517.0,2968245.8,13505634.0,2314179.5,9091477.0,9606764.0,10461530.0,7874504.0,8136236.5,8959226.0,7315817.5,7154008.5,3715797.5,10237245.0,5161970.5,
201,281.1384511149108,1.0122417,height,,,,,,,,,,,1167810.4,901941.3,1514129.2,1824964.5,0.0,3454265.2,3459932.2,3425497.2,2428961.2,0.0,1019094.94,811369.5,1698662.9,1905359.1,1883543.5,1633324.4,1987004.1,0.0,1933831.0,832104.6,1523669.0,1313499.5,1207314.4,
202,280.2636145749585,1.0101734,height,,,,,,,,,,,7294524.0,4507315.5,3928713.5,6219351.0,16999374.0,12338355.0,10090430.0,10565229.0,4926100.5,4033442.5,10032544.0,4090955.0,8388670.0,9120381.0,9339923.0,7349038.5,7747385.0,8415400.0,6894266.0,7282589.0,5247806.5,7630249.0,9104184.0,
203,292.2270898462091,1.0078741,height,,,,,,,,,,,1417650.4,578515.7,539982.4,1249535.0,4738321.5,0.0,1947061.4,2377990.0,592181.06,513867.8,2592430.8,464865.88,1563935.2,1657358.9,1675764.9,1305523.0,1377158.5,1461453.2,1241908.8,1165720.8,674647.1,1988304.4,1092052.4,
204,415.21163003886153,1.0109928,height,,,,,,,,,,,30154144.0,21477672.0,40397360.0,46709084.0,89730860.0,95213140.0,84767510.0,99416936.0,56212224.0,26461444.0,30231304.0,19794724.0,50295556.0,54606804.0,56908652.0,44191124.0,45663384.0,49069200.0,46265056.0,23708800.0,45619120.0,37459892.0,33745724.0,
205,294.2427959593409,1.010324,height,,,,,,,,,,,4184570.5,1822997.2,1595123.8,3571919.8,10208506.0,0.0,6574587.0,6932397.5,2155067.0,1708477.2,5984941.0,1582765.5,4276603.0,4537128.0,4821900.0,3639181.5,3791864.2,4150789.2,3304843.5,3268427.8,2028826.6,4964964.5,3663219.2,
206,432.23818693061344,1.0119745,height,,,,,,,,,,,15647068.0,11656426.0,18993700.0,23819302.0,47593584.0,47669090.0,42872964.0,49896436.0,30471070.0,14449241.0,15084914.0,10129813.0,26618196.0,28773728.0,30675640.0,23099896.0,24279550.0,25792220.0,23877568.0,11671922.0,24662776.0,19700304.0,18016986.0,
207,310.2375413476393,1.0143465,height,,,,,,,,,,,1870400.8,772252.8,702620.75,1583237.8,6299774.0,0.0,2765331.0,3077417.8,846521.75,754756.75,3490559.0,703444.44,2096889.9,2174632.2,2344759.2,1704059.2,1783079.0,2002782.9,1717578.4,1596796.8,965278.44,2594166.0,1438269.9,
208,202.21657935303395,1.0054094,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,270190.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741741.9,
209,437.1934857189231,1.0447878,height,,,,,,,,,,,351229.7,0.0,0.0,274749.5,4401828.0,5230294.5,4095263.2,5231356.0,547090.9,0.0,227346.9,0.0,531559.5,654100.7,535203.44,0.0,588713.06,548426.44,503623.6,0.0,386619.72,485551.38,2314158.0,
210,446.2538447164671,1.057979,height,,,,,,,,,,,409301.88,276500.47,386580.47,549278.2,2926104.2,3241347.0,3177097.0,4032308.0,703530.56,369838.5,301803.88,239532.05,699222.9,850844.44,716799.4,683061.6,556522.5,689660.9,571634.1,303823.1,535029.8,704631.75,1729004.8,
211,453.16732049122334,1.0707746,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1971912.5,2159570.2,1908901.5,2081641.0,378480.84,0.0,0.0,0.0,309548.72,421026.3,383481.84,319720.06,0.0,338184.1,312026.66,0.0,0.0,333718.0,543452.2,
212,1544.1638269647578,1.0769928,height,,,,,,,,,,,2108507.8,2886540.8,2590411.2,3151824.2,0.0,0.0,0.0,0.0,2573629.2,2528711.2,2921581.2,2429242.5,2930079.5,2566972.2,2402130.2,2090537.4,0.0,2419568.0,0.0,2823834.5,2478977.8,2240367.2,0.0,
213,1545.1675199192389,1.0807861,height,,,,,,,,,,,2102771.2,2890684.8,2680981.0,2923336.8,0.0,0.0,0.0,0.0,2571363.2,2265575.8,2783974.5,2703944.5,2675452.8,2419746.5,2501173.2,1819581.5,1921087.6,2148469.0,2542735.2,2843689.0,2393230.0,2046921.9,0.0,
214,182.07877369153084,1.1263605,height,,,,,,,,,,,0.0,0.0,0.0,0.0,895570.3,860932.0,661986.25,696662.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274426.1,771476.06,
215,184.0733630903877,1.1090444,height,,,,,,,,,,,1956268.4,2006686.9,2177690.2,2827942.5,0.0,0.0,0.0,0.0,1903856.8,2587467.2,2215688.2,0.0,1884163.8,1805356.1,1652643.1,1773638.0,1736771.4,0.0,2231699.8,2194342.5,1892567.6,1504174.8,0.0,
216,230.13873866989695,1.1322675,height,,,,,,,,,,,721495.7,340580.84,265889.16,703919.1,2641439.2,1431635.5,1109255.1,1348402.8,263408.94,331746.34,1685549.5,0.0,692186.4,723155.25,652554.06,648322.56,641689.75,616345.8,706680.94,424713.12,298796.66,1242042.2,352667.53,
217,772.5500596396764,1.1434094,height,,,,,,,,,,,2941387.8,1258378.0,1530321.1,1554554.0,0.0,0.0,0.0,0.0,2071084.2,0.0,1418162.5,1023253.6,1079423.4,1015345.4,949770.44,920234.0,860177.56,955415.9,1931322.0,1998049.9,1968224.4,1412253.4,0.0,
218,730.5388588940199,1.13701,height,,,,,,,,,,,2047378.4,2159458.5,2133199.8,2793203.0,1127235.1,1159811.1,1177805.6,1061080.8,2986425.5,1367344.4,2040360.2,2015073.1,2760151.2,0.0,0.0,2562577.0,2048771.2,0.0,2512320.2,2995939.0,2729243.8,2180544.5,0.0,
219,800.5793808653268,1.1432211,height,,,,,,,,,,,9421980.0,4048236.8,5172896.5,4955367.0,0.0,0.0,0.0,0.0,7004791.5,0.0,4181947.2,2978216.8,3491541.5,3582767.5,0.0,3692465.5,3203697.8,3126128.5,8196169.5,7109731.0,6959721.5,5736845.5,0.0,
220,801.5822920772144,1.1478137,height,,,,,,,,,,,4572168.5,2013836.6,2722422.8,2616684.0,0.0,0.0,0.0,0.0,3376567.5,0.0,2280007.0,1462480.4,1888366.0,1728029.4,1611554.0,1694659.4,1743119.0,1611404.6,3888758.2,3616814.2,3356134.0,2725423.8,0.0,
221,808.5824394977624,1.1625377,height,,,,,,,,,,,1452503.4,1712672.1,1741442.8,1445368.2,0.0,0.0,289463.56,0.0,1476314.5,1516336.8,1364139.5,1583337.6,1496411.5,1718060.0,1540070.9,1717172.6,1445705.1,0.0,0.0,1672941.6,1844770.1,1584013.6,0.0,
222,415.2116263126214,1.1312613,height,,,,,,,,,,,29873614.0,18979564.0,36618052.0,52032532.0,82973690.0,86949550.0,61448980.0,79018270.0,48431730.0,26064654.0,25591100.0,12951285.0,37765956.0,42919436.0,0.0,45376268.0,37867684.0,44564430.0,43251550.0,21166604.0,40800884.0,33196130.0,28128902.0,
223,567.5097634520989,1.180958,height,,,,,,,,,,,0.0,0.0,0.0,0.0,2299273.5,2286033.2,2297949.0,2712486.5,0.0,0.0,0.0,0.0,408524.0,409246.9,383911.47,471330.06,389014.34,405371.66,0.0,0.0,0.0,0.0,0.0,
224,735.3359032800379,1.1953547,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1052698.6,1554617.0,1197739.4,1546454.2,305337.66,0.0,0.0,0.0,0.0,324862.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344402.38,
225,281.1384434435523,1.1803231,height,,,,,,,,,,,1057205.9,880472.25,1658936.1,1929335.1,2475580.5,2688284.8,2339246.8,2655566.2,1924599.1,1044257.6,980837.75,863759.44,1641542.6,1771455.6,1912258.9,1681947.4,1551226.1,1738065.6,1737910.9,872085.8,1564136.0,1518960.1,926517.4,
226,816.5734661344272,1.2537103,height,,,,,,,,,,,2961648.2,1347198.1,1520170.1,1729078.8,0.0,0.0,0.0,0.0,1684078.9,608950.6,1505303.1,1109313.6,1195675.2,1194022.8,1200095.1,1093930.2,0.0,1152450.0,0.0,1985539.0,1816784.1,1311737.2,0.0,
227,316.1754326591169,1.2217149,height,,,,,,,,,,,1375290.1,1072420.6,2419521.0,3207626.2,2797097.8,3505359.5,3315502.8,3339535.0,2765097.0,2006587.8,1775807.8,2099398.2,2333669.2,2435447.5,2466405.0,2105433.5,2573518.2,2395523.0,2319469.0,826499.06,1822834.5,2078482.1,1746157.1,
228,174.18525928548792,1.2258375,height,,,,,,,,,,,287180.2,448753.44,0.0,739585.0,378871.8,1026795.7,822597.75,544774.06,0.0,0.0,0.0,0.0,311585.06,323253.38,299477.28,316462.6,304759.84,307596.3,0.0,1029246.7,320798.12,0.0,2374366.5,
229,299.1488355645629,1.2252661,height,,,,,,,,,,,10582825.0,8522277.0,18428850.0,25621434.0,19889108.0,26771216.0,25039288.0,25464692.0,20273222.0,15023062.0,13680402.0,15879239.0,18138164.0,17959952.0,19371048.0,16780380.0,18826932.0,18823932.0,17387678.0,6664473.0,13488931.0,15342625.0,13198755.0,
230,135.08050557571502,1.2277902,height,,,,,,,,,,,3869390.0,3247477.0,6752102.0,9050623.0,7089614.5,9284529.0,8455591.0,9015010.0,7606002.0,5186998.0,4962896.0,5351398.5,6397392.0,6468611.0,7070943.5,6374151.0,6543390.5,7036126.0,6358334.0,2602146.5,4979912.5,5652607.0,4252803.5,
231,165.07581965125155,1.2290571,height,,,,,,,,,,,3694674.2,2966054.0,6333695.0,8890090.0,6578592.0,9094875.0,8543594.0,8741226.0,7116526.5,5074001.5,4656796.5,5348369.0,6076976.0,5988124.5,6631446.5,5828931.5,6136558.0,6630584.5,6087024.5,2433631.2,4605922.0,5259202.0,4160732.0,
232,818.5898645961587,1.2350702,height,,,,,,,,,,,2985865.0,1618918.0,1890226.8,2395136.2,0.0,0.0,0.0,0.0,2339582.0,918012.3,1659242.4,1426213.6,1756170.9,1683616.1,1624719.6,1665412.9,1736255.0,1597807.4,0.0,2397239.2,2342602.8,1791440.8,0.0,
233,799.5678431554851,1.3049356,height,,,,,,,,,,,1602356.5,965202.1,998451.75,1235664.5,0.0,0.0,0.0,0.0,1218384.4,633329.44,1089518.2,848066.0,708136.9,927324.06,825388.25,881564.75,700031.1,702251.4,1533642.6,1304160.9,0.0,1008751.06,0.0,
234,619.2730077834245,1.2511253,height,,,,,,,,,,,0.0,255644.23,989733.6,886109.9,3910705.8,6151278.0,6261158.5,5437978.5,950357.6,549290.44,350560.97,698876.3,1007712.56,1249739.5,1105606.5,1058074.1,1003620.25,899450.2,694078.06,0.0,524436.9,737563.5,5006466.0,
235,337.1046409178564,1.2586304,height,,,,,,,,,,,327134.97,270740.97,654910.1,727799.9,1503029.5,2373850.8,2349098.8,2096623.2,718098.1,485850.9,355202.72,618362.4,715644.94,773593.1,776609.5,673345.9,736745.7,720174.2,509433.88,0.0,422926.66,514899.56,1619088.9,
236,321.13077147248595,1.2616464,height,,,,,,,,,,,2458784.0,1951798.2,4954760.0,5156828.0,13828910.0,22687836.0,21753168.0,20645174.0,5324914.5,3324157.0,2699609.8,4074116.8,6071126.5,5783568.0,6071601.5,5391610.5,5673163.0,5043232.5,3880718.5,1072437.2,3305242.2,4105094.2,17632460.0,
237,437.1934167073108,1.2624513,height,,,,,,,,,,,545706.8,381473.62,927742.3,1076448.8,3502437.2,4867063.0,3824176.0,0.0,1272256.9,628171.1,567840.44,355198.97,1193995.4,1418478.2,1295228.6,1321482.8,1280271.6,1261892.0,942045.56,375856.44,911706.4,844913.8,1224154.2,
238,212.12821281368687,1.279717,height,,,,,,,,,,,508107.22,0.0,0.0,554920.1,2203561.0,1102759.2,605346.75,895692.2,0.0,220573.22,1586531.8,0.0,577486.94,638020.6,625306.75,630760.7,617306.56,590157.6,522722.3,403366.75,0.0,1103569.5,0.0,
239,676.4552210732604,1.3090572,height,,,,,,,,,,,4747760.0,2909957.0,3150231.5,3379451.0,0.0,0.0,0.0,0.0,3724232.2,1995005.8,3179792.0,2694588.0,2514841.8,3129556.2,2740428.0,2818008.2,2308311.8,2494680.2,3720276.8,3960804.0,3515033.8,3207308.5,0.0,
240,816.5736015234312,1.3175029,height,,,,,,,,,,,2609717.5,1253553.6,1639333.1,1783086.5,0.0,0.0,0.0,0.0,1826342.6,721473.3,1509135.2,1110539.5,1115767.9,1165256.2,1076176.6,1192031.8,997358.94,1110067.8,1960459.6,1973072.2,1766764.1,1462478.5,0.0,
241,262.201331361932,1.3173939,height,,,,,,,,,,,1900084.2,1661108.5,3003627.0,4142769.2,4373474.0,4237082.0,4080472.2,4198796.5,3425853.8,2778215.2,2284039.0,1859596.4,2503037.0,3010091.0,2874936.8,2874507.2,2645715.8,2445718.5,3110140.5,1354808.5,2207972.5,3004599.0,1637936.8,
242,718.5022801119817,1.318632,height,,,,,,,,,,,1258363.9,885515.4,1129797.8,1260487.2,0.0,0.0,0.0,0.0,711758.2,1675876.1,1353435.0,1043559.06,1046790.94,1178041.6,1211265.9,1225915.4,1048580.0,1095579.0,786439.44,760549.6,789936.0,635858.8,0.0,
243,808.5824915532415,1.2772952,height,,,,,,,,,,,1451173.9,1527363.1,1576697.1,1270005.0,0.0,0.0,0.0,0.0,1365438.2,1394726.0,1309087.8,1554519.5,1618204.9,1718060.0,1508706.4,1367678.2,0.0,1412437.6,1188563.9,1394060.2,1484536.0,1250914.6,0.0,
244,704.4866071397076,1.3352022,height,,,,,,,,,,,17446130.0,12254997.0,15155052.0,15015556.0,389608.53,463253.5,383831.1,455772.78,15431676.0,8646384.0,14182896.0,11186059.0,11800021.0,12752833.0,12786081.0,13526043.0,11516156.0,12471648.0,16516382.0,17581972.0,16202240.0,12356452.0,0.0,
245,216.1231402922872,1.3428308,height,,,,,,,,,,,312855.03,0.0,0.0,385991.44,2031472.2,787096.3,475247.34,692832.3,0.0,235976.31,1437409.5,0.0,446501.97,459710.97,414369.66,408826.5,403394.06,373212.78,382782.88,240005.95,0.0,945792.8,0.0,
246,506.5302698454816,1.3243859,height,,,,,,,,,,,255243.62,333195.88,378074.16,340225.03,355257.22,429959.47,361955.16,325312.7,1540909.4,268680.0,392869.34,280168.4,450667.94,557987.3,525336.4,549588.1,596874.4,512571.66,355648.06,283932.34,487691.84,293266.3,1113185.2,
247,798.5640091881625,1.3666687,height,,,,,,,,,,,3526406.0,1858327.5,2242582.5,2802089.5,0.0,0.0,0.0,0.0,2586212.0,1074958.0,2221101.5,1640878.1,1544053.6,1687719.4,1723932.9,1742789.5,1505650.2,1725461.4,2868330.0,2919671.8,2572269.2,2015247.8,0.0,
248,298.08963467731263,1.3644851,height,,,,,,,,,,,264475.38,282441.44,351207.3,0.0,6595404.0,6691692.0,9409094.0,7656927.0,614448.0,0.0,0.0,227953.48,857448.5,879676.8,795587.25,734148.7,758325.25,585226.6,545924.4,406866.47,474677.9,562724.4,0.0,
249,276.10788980064524,1.3644568,height,,,,,,,,,,,2136420.2,2010170.8,1978893.0,1426650.1,21260030.0,16268793.0,26054812.0,21355960.0,3859409.2,1066551.8,1034701.94,1688605.5,5328930.5,5079387.0,4661657.5,4218937.0,4390914.0,3829361.8,4121781.5,2981336.5,3469378.0,3401846.5,0.0,
250,186.07611962715063,1.3670741,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1926159.1,1524026.9,2391641.8,2056318.8,373198.25,0.0,0.0,0.0,465742.2,448017.3,427887.44,408967.03,400910.78,399224.4,361395.6,320125.88,338386.34,383329.44,0.0,
251,314.0634691236419,1.3654138,height,,,,,,,,,,,0.0,0.0,0.0,0.0,808744.7,777454.94,1079938.6,858726.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
252,138.05496866967962,1.3662883,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1952792.6,1577319.9,2325665.8,2007485.6,425966.4,0.0,0.0,0.0,506995.84,514887.44,535282.7,412655.62,426241.9,385978.28,409029.78,320449.75,382447.4,341748.22,0.0,
253,690.4706718699633,1.3851217,height,,,,,,,,,,,2320520.5,1384978.2,1908692.4,2075325.4,0.0,0.0,0.0,0.0,1459791.8,1237177.2,1598580.2,1462084.6,1434698.2,1459978.8,1477379.9,1464877.4,1396363.1,1467119.4,1597784.2,1766111.5,1695331.0,1394620.0,0.0,
