"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C25H32O6"	"[M + H3N + H]+"	"C25H36NO6+"	"Terpenoids"	0.447	"Diterpenoids"	0.213	"Eremophilane sesquiterpenoids"	0.129	"Lipids and lipid-like molecules"	0.645	"Prenol lipids"	0.52	NA	NA	NA	NA	"Prenol lipids"	0.52	"Organic compounds; Lipids and lipid-like molecules; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	446.254	52	0.872	839079988942590720	839079609647464704	839079609647464704	138	NA	138
2	"C14H26N2O7"	"[M + Na]+"	"C14H26N2NaO7+"	"Fatty acids"	0.394	"Fatty amides"	0.28	"N-acyl amines"	0.342	"Organic acids and derivatives"	0.982	"Carboxylic acids and derivatives"	0.968	"Amino acids, peptides, and analogues"	0.726	"Amino acids and derivatives"	0.719	"Amino acids and derivatives"	0.719	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	357.163	53	0.877	839079751624660352	839079609760710912	839079609760710912	141	NA	141
1	"C14H19NO5"	"[M + H3N + H]+"	"C14H23N2O5+"	"Amino acids and Peptides"	0.795	"Amino acid glycosides"	0.298	"Cyanogenic glycosides"	0.444	"Organic acids and derivatives"	0.821	"Carboxylic acids and derivatives"	0.749	"Carboxylic acid derivatives"	0.619	"Carboxylic acid amides"	0.652	"Secondary carboxylic acid amides"	0.577	"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	299.16	53	0.878	839079762739567232	839079609685213440	839079609685213440	139	NA	139
1	"C14H21NO6"	"[M + H3N + H]+"	"C14H25N2O6+"	"Amino acids and Peptides"	0.545	"Cyclic polyketides"	0.162	"Cyanogenic glycosides"	0.105	"Organic acids and derivatives"	0.795	"Carboxylic acids and derivatives"	0.726	"Carboxylic acid derivatives"	0.664	"Carboxylic acid amides"	0.624	"Secondary carboxylic acid amides"	0.549	"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	317.171	53	0.884	839079761527413248	839079609722962176	839079609722962176	140	NA	140
1	"C14H20O3"	"[M + H3N + H]+"	"C14H24NO3+"	"Fatty acids"	0.733	"Octadecanoids"	0.536	"Jasmonic acids"	0.173	"Lipids and lipid-like molecules"	0.813	"Fatty Acyls"	0.629	"Fatty acids and conjugates"	0.626	NA	NA	"Fatty acids and conjugates"	0.626	"Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	254.175	53	0.887	839079754468398848	839079609802653952	839079609798459648	142	NA	142
1	"C9H12O2"	"[M - H2O + H]+"	"C9H11O+"	"Terpenoids"	0.735	"Monoterpenoids"	0.723	"Irregular monoterpenoids"	0.42	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.998	"Carbonyl compounds"	0.662	NA	NA	"Carbonyl compounds"	0.662	"Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	135.08	53	0.89	839079845879067776	839079609567772928	839079609567772928	136	NA	136
1	"C9H12O2"	"[M - H2O + H]+"	"C9H11O+"	"Terpenoids"	0.735	"Monoterpenoids"	0.775	"Irregular monoterpenoids"	0.404	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.997	"Carbonyl compounds"	0.625	NA	NA	"Carbonyl compounds"	0.625	"Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	135.08	54	0.901	839079990960051072	839079610578600192	839079610574405888	157	NA	157
1	"C12H16O4"	"[M + H3N + H]+"	"C12H20NO4+"	"Polyketides"	0.88	"Macrolides"	0.888	"Macrolide lactones"	0.972	"Organic acids and derivatives"	0.924	"Carboxylic acids and derivatives"	0.894	"Carboxylic acid derivatives"	0.557	"Carboxylic acid esters"	0.587	"Enoate esters"	0.511	"Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	242.139	54	0.903	839079947762912640	839079610008174848	839079610008174848	146	NA	146
1	"C14H23NO7"	"[M + H3N + H]+"	"C14H27N2O7+"	"Amino acids and Peptides"	0.992	"Amino acid glycosides"	0.998	"Cyanogenic glycosides"	0.998	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.995	"Monosaccharides"	0.955	"Hexoses"	0.89	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	335.181	54	0.903	839080023407187200	839079610113032448	839079610113032448	148	NA	148
1	"C8H12O3"	"[M + H3N + H]+"	"C8H16NO3+"	"Fatty acids"	0.972	"Fatty esters"	0.498	"Lactones"	0.774	"Organoheterocyclic compounds"	0.435	"Lactones"	0.579	NA	NA	NA	NA	"Lactones"	0.579	"Organic compounds; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	174.113	54	0.904	839079875893509888	839079609945260288	839079609945260288	145	NA	145
1	"C8H10O2"	"[M + H3N + H]+"	"C8H14NO2+"	"Fatty acids"	0.773	"Apocarotenoids"	0.41	"Fatty aldehydes"	0.609	"Organic oxygen compounds"	0.998	"Organooxygen compounds"	0.997	"Carbonyl compounds"	0.936	"Ketones"	0.618	"Ketones"	0.618	"Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	156.102	54	0.904	839079752841008768	839079609840402688	839079609840402688	143	NA	143
3	"C46H82NO8P"	"[M + H]+"	"C46H83NO8P+"	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphoethanolamines"	0.75	"Lipids and lipid-like molecules"	0.996	"Glycerophospholipids"	1	"Glycerophosphoethanolamines"	0.589	"Phosphatidylethanolamines"	0.87	"Phosphatidylethanolamines"	0.87	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	808.583	55	0.91	839079774508785280	839079610188529920	839079610188529920	150	NA	150
2	"C8H10O2"	"[M + H]+"	"C8H11O2+"	"Fatty acids"	0.796	"Cyclic polyketides"	0.286	"Fatty aldehydes"	0.382	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.999	"Carbonyl compounds"	0.909	"Ketones"	0.512	"Ketones"	0.512	"Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	139.075	55	0.912	839079745400312576	839079609882345728	839079609882345728	144	NA	144
1	"C8H15NO3"	"[M + Na]+"	"C8H15NNaO3+"	"Amino acids and Peptides"	0.873	"Small peptides"	0.837	"Aminoacids"	0.887	"Organic acids and derivatives"	0.982	"Carboxylic acids and derivatives"	0.98	"Amino acids, peptides, and analogues"	0.549	"Amino acids and derivatives"	0.548	"Amino acids"	0.625	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	196.094	55	0.918	839079746167870208	839079610071089408	839079610071089408	147	NA	147
1	"C46H88NO8P"	"[M + H]+"	"C46H89NO8P+"	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.999	"Lipids and lipid-like molecules"	0.991	"Glycerophospholipids"	0.999	"Glycerophosphocholines"	0.997	"Phosphatidylcholines"	0.992	"Phosphatidylcholines"	0.992	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	814.632	55	0.922	839079740555891072	839079610230472960	839079610230472960	151	NA	151
2	"C12H17NO8"	"[M + H3N + H]+"	"C12H21N2O8+"	"Amino acids and Peptides"	0.596	"Aminosugars and aminoglycosides"	0.248	"Cyanogenic glycosides"	0.237	"Organic oxygen compounds"	1	"Organooxygen compounds"	0.998	"Carbohydrates and carbohydrate conjugates"	0.523	NA	NA	"Carbohydrates and carbohydrate conjugates"	0.523	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	321.131	55	0.924	839079968650547200	839079610268221696	839079610268221696	152	NA	152
1	"C11H15N5O4"	"[M + H3N + H]+"	"C11H19N6O4+"	"Carbohydrates"	0.987	"Nucleosides"	0.988	"Purine nucleosides"	0.744	"Organic oxygen compounds"	1	"Organooxygen compounds"	0.999	"Carbohydrates and carbohydrate conjugates"	0.653	"Monosaccharides"	0.506	"Monosaccharides"	0.506	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Imidazoles; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Monosaccharides; Secondary alcohols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	299.149	56	0.928	839079768758394112	839079610310164736	839079610305970432	153	NA	153
2	"C6H14O6"	"[M - H2O + H]+"	"C6H13O5+"	"Fatty acids"	0.975	"Fatty acyls"	0.989	"Fatty alcohols"	0.995	"Organic oxygen compounds"	1	"Organooxygen compounds"	0.999	"Carbohydrates and carbohydrate conjugates"	0.908	"Monosaccharides"	0.886	"Monosaccharides"	0.886	"Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Sugar alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	165.076	56	0.931	839079767848230016	839079610368884992	839079610368884992	154	NA	154
1	"C45H86NO8P"	"[M + H]+"	"C45H87NO8P+"	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.999	"Lipids and lipid-like molecules"	0.99	"Glycerophospholipids"	0.999	"Glycerophosphocholines"	0.997	"Phosphatidylcholines"	0.991	"Phosphatidylcholines"	0.991	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	800.616	56	0.932	839079759119882496	839079610649903360	839079610645709056	158	NA	158
1	"C44H84NO8P"	"[M + H]+"	"C44H85NO8P+"	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.999	"Lipids and lipid-like molecules"	0.991	"Glycerophospholipids"	0.999	"Glycerophosphocholines"	0.997	"Phosphatidylcholines"	0.992	"Phosphatidylcholines"	0.992	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	786.602	56	0.935	839079981363483136	839079610868007296	839079610868007296	161	NA	161
3	"C7H15NO2"	"[M + K]+"	"C7H15KNO2+"	"Amino acids and Peptides"	0.783	"Small peptides"	0.824	"Aminoacids"	0.838	"Organic acids and derivatives"	0.932	"Carboxylic acids and derivatives"	0.946	"Amino acids, peptides, and analogues"	0.593	"Amino acids and derivatives"	0.594	"Amino acids"	0.633	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	184.073	56	0.937	839079953358114304	839079610930921856	839079610930921856	162	NA	162
1	"C18H29NO4"	"[M + H3N + H]+"	"C18H33N2O4+"	"Fatty acids"	0.69	"Fatty Acids and Conjugates"	0.182	"Piperidine alkaloids"	0.169	"Lipids and lipid-like molecules"	0.772	"Fatty Acyls"	0.738	"Fatty acids and conjugates"	0.723	"Medium-chain fatty acids"	0.539	"Medium-chain fatty acids"	0.539	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	341.243	56	0.939	839079976988823808	839079611333575040	839079611333575040	168	NA	168
1	"C42H80NO8P"	"[M + H]+"	"C42H81NO8P+"	"Fatty acids"	0.988	"Glycerophospholipids"	0.998	"Glycerophosphoethanolamines"	0.831	"Lipids and lipid-like molecules"	0.957	"Glycerophospholipids"	0.995	"Glycerophosphocholines"	0.63	"Phosphatidylcholines"	0.569	"Phosphatidylcholines"	0.569	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphoethanolamines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Glycerophosphoethanolamines; Amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	758.571	56	0.941	839079766157925248	839079611400683904	839079611396489600	169	NA	169
1	"C43H82NO8P"	"[M + H]+"	"C43H83NO8P+"	"Fatty acids"	0.991	"Glycerophospholipids"	0.999	"Glycerophosphocholines"	0.965	"Lipids and lipid-like molecules"	0.964	"Glycerophospholipids"	0.995	"Glycerophosphocholines"	0.965	"Phosphatidylcholines"	0.924	"Phosphatidylcholines"	0.924	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	772.586	57	0.942	839079876711399168	839079611467792768	839079611463598464	170	NA	170
2	"C78H148N16O14"	"[M - H2O + H]+"	"C78H147N16O13+"	"Amino acids and Peptides"	0.952	"Oligopeptides"	0.999	"Lipopeptides"	0.992	"Organic acids and derivatives"	0.998	"Peptidomimetics"	0.756	"Depsipeptides"	0.681	"Cyclic depsipeptides"	0.722	"Cyclic depsipeptides"	0.722	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1516.132	57	0.943	839079972454781056	839079611551678848	839079611551678848	171	NA	171
1	"C42H82NO8P"	"[M + H]+"	"C42H83NO8P+"	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.998	"Lipids and lipid-like molecules"	0.987	"Glycerophospholipids"	0.999	"Glycerophosphocholines"	0.994	"Phosphatidylcholines"	0.982	"Phosphatidylcholines"	0.982	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	760.584	57	0.946	839079764761221888	839079611681702272	839079611681702272	174	NA	174
1	"C41H78NO8P"	"[M + H]+"	"C41H79NO8P+"	"Fatty acids"	0.996	"Glycerophospholipids"	0.998	"Glycerophosphoethanolamines"	0.997	"Lipids and lipid-like molecules"	0.98	"Glycerophospholipids"	0.997	"Glycerophosphoethanolamines"	0.988	"Phosphatidylethanolamines"	0.976	"Phosphatidylethanolamines"	0.976	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Trialkylamines; Amines; Tertiary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	744.554	57	0.948	839079891693454592	839079611727839616	839079611723645312	175	NA	175
1	"C9H12O2"	"[M + H3N + H]+"	"C9H16NO2+"	"Terpenoids"	0.698	"Monoterpenoids"	0.522	"Jasmonic acids"	0.387	"Organic acids and derivatives"	0.415	"Carboxylic acids and derivatives"	0.46	"Monocarboxylic acids and derivatives"	0.535	NA	NA	"Monocarboxylic acids and derivatives"	0.535	"Organic compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	170.118	57	0.949	839079766740933632	839079612336013696	839079612336013696	190	NA	190
1	"C40H76NO8P"	"[M + H]+"	"C40H77NO8P+"	"Fatty acids"	0.993	"Glycerophospholipids"	0.999	"Glycerophosphocholines"	0.964	"Lipids and lipid-like molecules"	0.963	"Glycerophospholipids"	0.995	"Glycerophosphocholines"	0.97	"Phosphatidylcholines"	0.927	"Phosphatidylcholines"	0.927	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	730.539	57	0.951	839079752400606720	839079611769782656	839079611769782656	176	NA	176
1	"C6H3NO"	"[M + H3N + H]+"	"C6H7N2O+"	"Alkaloids"	0.899	"Nicotinic acid alkaloids"	0.884	"Pyridine alkaloids"	0.884	"Organoheterocyclic compounds"	0.522	"Heteroaromatic compounds"	0.62	NA	NA	NA	NA	"Heteroaromatic compounds"	0.62	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	123.055	57	0.952	839079989462684416	839079611811725696	839079611811725696	177	NA	177
3	"C45H81O9P"	"[M + H3N + H]+"	"C45H85NO9P+"	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphates"	1	"Lipids and lipid-like molecules"	0.993	"Glycerophospholipids"	0.998	"Glycerophosphates"	0.969	"Diacylglycerophosphates"	0.976	"1,2-diacylglycerol-3-phosphates"	0.981	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; 1,2-diacylglycerol-3-phosphates; Diacylglycerophosphates; Carbonyl compounds; Glycerophosphates; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	814.595	57	0.952	839080004251800576	839079611899806080	839079611895611776	179	NA	179
