row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20260424_CVOL_Group_01_11A.mzML Peak area,20260424_CVOL_Group_01_11B.mzML Peak area,20260424_CVOL_Group_01_11C.mzML Peak area,20260424_CVOL_Group_01_11D.mzML Peak area,20260424_CVOL_Group_01_4A.mzML Peak area,20260424_CVOL_Group_01_4B.mzML Peak area,20260424_CVOL_Group_01_4C.mzML Peak area,20260424_CVOL_Group_01_4D.mzML Peak area,20260424_CVOL_Group_01_8A.mzML Peak area,20260424_CVOL_Group_01_8B.mzML Peak area,20260424_CVOL_Group_01_8C.mzML Peak area,20260424_CVOL_Group_01_8D.mzML Peak area,20260424_CVOL_Group_01_QC_01.mzML Peak area,20260424_CVOL_Group_01_QC_02.mzML Peak area,20260424_CVOL_Group_01_QC_03.mzML Peak area,20260424_CVOL_Group_01_QC_04.mzML Peak area,20260424_CVOL_Group_01_QC_05.mzML Peak area,20260424_CVOL_Group_01_QC_06.mzML Peak area,20260424_CVOL_Group_01_WT_A.mzML Peak area,20260424_CVOL_Group_01_WT_B.mzML Peak area,20260424_CVOL_Group_01_WT_C.mzML Peak area,20260424_CVOL_Group_01_WT_D.mzML Peak area,20260424_CVOL_Group_01_blank.mzML Peak area,20260424_CVOL_bk_mapp_01.mzML Peak area,Unnamed: 37
279,402.2342223327295,2.6793427,height,,,,,,,,,,,0.0,0.0,0.0,0.0,241056.0,222216.64,287669.97,196227.69,0.0,0.0,0.0,0.0,0.0,108816.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
280,236.12568948688147,2.6827052,height,,,,,,,,,,,236318.08,0.0,0.0,218063.5,615326.06,402933.06,219687.89,328939.7,0.0,0.0,383530.66,0.0,275723.1,269943.3,246958.25,257198.25,257339.48,237739.98,290700.72,226868.88,0.0,383376.6,0.0,0.0,
281,352.1866164797351,2.7114568,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1086175.1,771166.0,822612.6,490916.1,0.0,0.0,0.0,0.0,251831.38,253085.02,199209.39,233461.33,230851.2,224870.3,0.0,0.0,0.0,0.0,0.0,0.0,
282,214.14381103453644,2.8047538,height,,,,,,,,,,,168723.42,0.0,0.0,0.0,288214.94,217660.22,0.0,157705.1,0.0,0.0,235742.36,0.0,151278.67,139281.77,165576.34,146176.66,151065.73,155802.84,159599.31,140746.27,0.0,219130.89,0.0,0.0,
283,188.12813322364792,2.8323905,height,,,,,,,,,,,2644075.8,859347.4,855203.9,2162170.5,5075230.0,2984256.2,1364573.4,2882141.2,1080749.4,852258.25,5060705.5,570626.2,2272430.0,2401278.5,2576884.8,2631968.8,2971538.8,3077644.2,2393535.0,2466074.2,897482.5,3900827.8,529109.25,0.0,
284,170.1175372442597,2.8323908,height,,,,,,,,,,,6206924.0,2079611.5,1995630.4,5276337.0,12722850.0,7759596.5,3560421.2,6950351.5,2274269.2,2137686.5,12888141.0,1351706.8,5916825.0,6278939.0,6577283.5,6633589.0,7248822.0,7295959.5,5853611.0,5842070.0,2159685.0,9688154.0,1340139.2,0.0,
285,233.1859627531882,2.8323908,height,,,,,,,,,,,2030542.6,525920.1,667403.2,1314081.1,2640134.8,1621965.8,680461.3,1749432.4,652845.2,489148.97,2516724.0,398906.78,1274416.4,1401344.2,1205992.5,1552898.4,2010336.8,1968011.6,1399249.5,1544158.9,665760.5,2102420.0,280773.78,0.0,
286,210.11016050261784,2.8323905,height,,,,,,,,,,,2078811.5,800903.0,830920.06,1770652.1,4622399.0,2759933.0,1271335.1,2353813.5,842019.25,888724.25,4723520.0,478367.6,2184300.2,2308839.0,2386046.5,2903728.2,2426516.0,2320956.2,2366587.5,1875614.1,837428.94,3432233.2,482080.9,0.0,
287,124.11226314643646,2.831372,height,,,,,,,,,,,718801.1,218027.9,0.0,559193.25,1159063.1,779169.3,367280.1,776611.06,232413.44,247494.39,1299429.4,0.0,696215.94,725675.1,655683.4,742281.9,825378.1,771848.5,644949.8,645676.44,0.0,1135325.1,0.0,0.0,
288,142.12264288815246,2.8315487,height,,,,,,,,,,,793496.0,245664.61,0.0,607359.8,1349938.8,856337.6,423505.66,850900.1,267250.44,270329.47,1441403.1,154978.44,779708.25,855175.8,745981.25,855331.5,878923.7,869811.5,731394.06,692605.6,276366.66,1277769.1,0.0,0.0,
289,236.12568578091657,2.8359025,height,,,,,,,,,,,223599.9,0.0,0.0,175530.75,591143.25,434405.53,258493.38,357138.28,0.0,0.0,332042.44,0.0,220042.5,226162.72,198222.7,211303.92,211240.34,199352.53,244405.73,178614.1,0.0,353037.53,132182.34,0.0,
290,476.3067224916724,2.9129255,height,,,,,,,,,,,1280412.4,756872.4,1056936.6,991206.0,998822.2,1104036.9,976679.4,997983.06,1000459.06,1004089.75,689620.56,941419.3,1078128.0,1067081.9,1095877.4,1139996.9,1045004.6,1209522.1,1018245.8,778615.3,970341.44,1377330.9,664895.75,485316.25,
291,244.15431758692512,2.9531271,height,,,,,,,,,,,290254.97,0.0,0.0,216741.16,485650.94,271680.78,160941.48,257060.22,0.0,0.0,474197.06,0.0,214951.97,195985.67,233162.27,255782.55,278396.6,313290.88,250801.05,267003.8,0.0,355130.28,0.0,0.0,
292,611.1610004177646,2.9739068,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226562.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188491.23,295385.78,
293,351.1550120081956,2.9990304,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456498.38,0.0,932792.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
294,212.1260909883862,3.0086617,height,,,,,,,,,,,402463.6,157097.58,168877.03,273385.2,606453.56,359917.5,249676.31,331725.1,189908.53,162376.95,590541.6,132238.69,309826.4,332454.84,310469.62,303627.16,322971.0,386036.84,313835.12,374092.03,204206.77,394137.5,262434.8,0.0,
295,217.19114549287775,3.014574,height,,,,,,,,,,,2195121.2,923781.7,1139512.5,1650600.1,1865921.9,1755372.8,1178987.5,1813172.5,1287141.0,878151.0,1536015.0,837386.8,1216507.5,1268093.0,1315225.9,1402326.9,1732450.1,2063119.5,1789735.6,2134775.0,1256972.5,1871730.0,1013790.4,0.0,
296,172.13319290919532,3.0152104,height,,,,,,,,,,,5302391.5,2109059.8,2514811.0,3822343.5,5157162.0,4602083.0,3035734.5,4165056.5,2745132.2,2072190.4,4303679.5,1697130.8,3599935.8,3844578.8,3825846.8,4031674.0,4358623.5,4860181.0,4528085.0,5169902.5,2801264.2,5350510.5,2737510.8,0.0,
297,155.10670117206882,3.0163345,height,,,,,,,,,,,957130.06,358553.8,415980.84,670948.6,957947.06,804625.3,559995.6,757492.25,473305.7,383306.47,809249.94,294710.03,663497.7,725887.94,683609.9,724570.56,786557.0,854560.4,808072.25,906884.44,482087.7,985507.06,477221.72,0.0,
298,210.08917065907949,3.015516,height,,,,,,,,,,,244243.55,0.0,138109.5,192928.02,328079.62,287181.47,211208.52,284423.5,159620.28,0.0,216546.47,0.0,197053.69,181649.89,196843.89,186080.64,207609.14,226708.75,214210.48,231895.56,144978.42,246430.02,244329.47,0.0,
299,520.333164894584,3.0355904,height,,,,,,,,,,,1012907.7,494082.56,776654.5,814589.7,880059.75,920412.5,734145.75,691536.44,850662.0,624410.25,679502.8,681969.8,760433.1,760014.6,817760.4,677213.06,781597.44,965560.6,788457.5,588875.94,748241.44,959593.3,476397.34,314436.16,
300,258.1700477526211,3.1278946,height,,,,,,,,,,,246909.33,0.0,0.0,208906.4,529615.56,226495.89,133058.5,213764.61,0.0,0.0,342032.97,0.0,216025.1,212971.05,194942.38,227603.66,224002.25,308856.5,230227.42,201544.36,0.0,336773.78,0.0,0.0,
301,230.13870847744755,3.137334,height,,,,,,,,,,,595504.0,186046.19,0.0,426414.78,1366338.6,610070.0,405736.78,582514.25,170731.38,210421.66,904421.3,0.0,543343.5,639833.6,570697.7,611045.56,616394.8,647595.5,517402.0,475276.4,0.0,961410.4,0.0,0.0,
302,529.6038659717041,3.139253,height,,,,,,,,,,,135457.66,269334.3,243088.66,170955.8,0.0,0.0,0.0,0.0,195670.69,271276.16,0.0,292170.22,177237.4,197684.0,164872.77,170092.77,182964.67,182938.53,0.0,169951.1,143085.77,181568.56,0.0,0.0,
303,321.1307476534866,3.1418285,height,,,,,,,,,,,165558.53,0.0,307189.16,276437.75,306476.0,316552.75,239888.27,319973.97,315403.56,206898.86,153450.88,0.0,293684.47,337277.25,363943.25,305119.4,321625.56,302879.78,610912.56,202580.6,427847.6,440074.34,0.0,0.0,
304,564.3593658372546,3.1478794,height,,,,,,,,,,,803945.1,450452.6,560252.9,574946.4,473604.84,666520.3,537858.56,633550.6,599174.56,585202.3,499890.1,519732.2,520860.34,635525.75,632554.7,570718.06,684865.0,600636.25,516945.3,490042.06,422862.47,824020.9,368489.75,187595.75,
305,273.21724359882245,3.1757057,height,,,,,,,,,,,554869.56,0.0,250435.23,386701.34,371455.06,364184.7,266204.53,334951.3,223041.08,0.0,400997.84,0.0,258735.25,305557.12,334505.5,285358.7,385471.8,543237.75,393532.16,535772.0,197619.25,422049.97,0.0,0.0,
306,250.1413576927144,3.1761298,height,,,,,,,,,,,567155.9,317130.47,318677.16,510953.9,686871.56,685389.5,469755.78,558362.75,301792.03,251984.77,720573.7,178706.5,504921.84,474490.4,493723.9,476380.97,482911.75,547518.7,501736.66,663487.8,294882.28,621341.94,283114.3,0.0,
307,210.1489275754097,3.1761298,height,,,,,,,,,,,550645.1,274437.7,301028.4,498148.03,561312.9,554059.75,409454.47,435819.94,263532.22,236283.98,630016.0,160998.56,441320.38,437537.56,525342.3,441142.12,450976.56,732743.4,498413.38,619569.6,275759.28,647653.2,168579.77,0.0,
308,472.3131318842437,3.1832385,height,,,,,,,,,,,0.0,0.0,0.0,0.0,547775.8,295433.03,501986.88,270419.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
309,324.2168094141643,3.2378416,height,,,,,,,,,,,0.0,0.0,0.0,0.0,332291.56,213669.33,0.0,163400.56,0.0,0.0,235961.16,0.0,152989.4,151746.27,171267.16,151989.25,158288.94,182792.27,196643.98,176392.27,0.0,292500.6,0.0,0.0,
310,608.3857644028033,3.2497559,height,,,,,,,,,,,583067.3,327187.1,479147.72,408687.4,356963.62,479428.97,394030.3,437507.7,412917.6,409613.28,356775.34,364746.38,429863.84,506627.56,448020.62,431248.7,496412.16,436994.5,371303.34,383185.75,395174.1,731440.9,327088.28,161683.88,
311,251.18529654092197,3.3215082,height,,,,,,,,,,,252295.55,407546.06,303537.38,286089.1,368728.9,289247.25,331254.88,239520.08,218883.1,258943.94,179747.58,220755.78,424362.16,453707.1,477962.1,441270.56,460143.3,450118.34,210658.81,411092.0,378043.28,289363.5,240686.95,189125.31,
312,273.1672252735417,3.3230054,height,,,,,,,,,,,328946.47,519564.9,379851.1,366851.72,491832.3,399555.12,483238.47,322702.44,277748.84,358289.0,254258.06,301326.2,612579.3,613748.6,654317.25,630566.56,626990.4,539929.6,281271.9,520867.16,462256.97,342505.72,380419.38,269747.72,
313,242.1386054922393,3.3435967,height,,,,,,,,,,,468564.22,0.0,0.0,432489.3,865209.3,586065.1,316172.22,489106.88,0.0,165488.94,744659.5,0.0,479260.62,390993.0,403089.28,447759.3,550431.0,534368.9,433228.5,474622.62,0.0,817218.06,0.0,0.0,
314,184.13328937400317,3.3459811,height,,,,,,,,,,,2933209.8,940287.6,1164741.1,2635322.5,3374367.5,2874091.0,1543794.6,2535310.8,1252274.0,1103257.8,3160972.2,729303.3,2467508.2,2177188.5,2279933.2,2331565.0,2929706.5,3358738.2,2492463.0,3672610.2,1287983.6,3062716.0,888780.3,0.0,
315,206.11522474053004,3.3459811,height,,,,,,,,,,,2741793.0,886229.9,1103965.5,2391246.5,4124505.2,3166071.5,1823290.0,2903042.2,1215042.6,1117740.2,3402870.2,661853.06,2699044.2,2308883.5,2323772.2,2288213.2,2918406.0,3018033.2,2506389.0,3407149.0,1141000.9,3161065.8,1228896.6,0.0,
316,229.19106507518495,3.3459811,height,,,,,,,,,,,1321515.6,552358.75,811279.25,1207158.5,1309002.6,1207781.0,599565.06,1191544.6,777092.7,553176.75,1332129.8,481623.3,838170.44,763040.25,823720.56,1003793.2,1274490.2,1605744.6,1146917.6,1760323.5,633136.0,1291110.5,420966.03,0.0,
317,167.1067205601183,3.3453977,height,,,,,,,,,,,612351.4,243655.5,300808.7,534884.4,861229.94,567828.1,324788.2,496045.25,300466.2,271608.03,764860.44,0.0,518304.12,507367.28,474512.22,542618.75,589351.8,769215.2,568231.7,770690.9,309296.9,755508.94,242579.64,0.0,
318,224.1259945659544,3.3644347,height,,,,,,,,,,,0.0,0.0,0.0,0.0,322170.94,0.0,0.0,0.0,0.0,0.0,331972.7,0.0,0.0,172591.53,144453.27,0.0,0.0,0.0,0.0,0.0,0.0,237350.64,0.0,0.0,
319,344.2067378910775,3.4274707,height,,,,,,,,,,,718084.56,546250.94,1248217.5,1467356.2,1004482.4,1157936.1,1127315.8,1009272.1,1058870.0,887268.9,718847.8,1090468.4,747629.8,940199.0,14541930.0,938633.56,1078877.8,1453355.6,1166468.2,397893.12,809864.3,943287.1,296033.44,0.0,
320,339.702287461938,3.453138,height,,,,,,,,,,,0.0,0.0,0.0,0.0,675993.44,395300.8,749762.4,334832.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
321,299.14890078848737,3.4662519,height,,,,,,,,,,,765305.6,627657.7,1639388.5,1449275.2,21655486.0,1288761.5,1347912.4,1478230.8,23114924.0,1068048.9,16179148.0,681561.9,1408428.8,1287025.1,1278073.0,1446643.0,1524280.2,1620810.6,1887879.9,703144.4,1250026.4,1266664.4,361740.1,0.0,
322,321.13077451327047,3.4678648,height,,,,,,,,,,,1294504.8,1029709.6,2634456.0,2424946.2,2369470.2,2285714.8,2211484.8,2578839.5,23004642.0,1716927.1,1473898.2,941769.9,2673268.5,2115910.2,2059224.6,20844436.0,2545205.0,2553438.2,2987179.0,1170284.0,2093931.0,19403226.0,710349.4,0.0,
323,398.0658096614607,3.4888017,height,,,,,,,,,,,2147882.5,1678843.4,351689.88,334722.34,3070013.8,316514.97,335044.88,3025794.8,3495540.2,3257822.8,2787469.8,2308003.8,352036.94,321282.34,312601.34,3425774.8,352198.25,371149.62,458962.4,1579373.0,2296169.5,3112509.0,1408461.1,0.0,
324,165.0757827092677,3.4832587,height,,,,,,,,,,,317194.03,264584.62,712447.7,599867.75,7157294.0,540571.1,576215.2,619575.0,7788439.0,7121649.0,5598223.5,4664881.0,585294.25,555233.06,551801.6,6864773.5,620888.7,689971.9,791484.25,3082112.8,4468211.5,6461678.5,2337325.0,0.0,
325,135.08051791964164,3.4916167,height,,,,,,,,,,,355081.9,279093.2,728964.94,654714.94,7806556.5,9832673.0,624898.44,7124884.5,8293252.0,7401918.0,6189562.0,283397.34,6526084.0,574799.6,592485.5,7455718.5,8070264.0,8076147.5,854141.6,3206276.2,4893098.0,7020686.0,2609048.0,0.0,
326,619.2728771526749,3.510547,height,,,,,,,,,,,3116513.8,1737826.5,11802247.0,14300590.0,8990359.0,15127124.0,15994696.0,11467260.0,12955274.0,8592588.0,5737845.0,4343894.5,7986673.5,7915428.5,8455589.0,11180878.0,10993023.0,11656774.0,10163079.0,1077924.1,4903308.5,8239756.5,861518.6,0.0,
327,398.0658219997638,3.5090113,height,,,,,,,,,,,1988316.5,1591439.8,3296738.8,3391467.2,2949964.0,3597647.0,3324586.5,2664726.8,2985029.5,2827442.0,2348504.2,2140054.0,2953385.5,3009718.2,3085658.2,2910283.8,3002263.0,3203546.0,3184784.5,1453417.6,2183270.2,2791459.8,1268505.6,0.0,
328,129.05475966783982,3.5095234,height,,,,,,,,,,,628171.1,418365.44,1070085.5,979023.3,922064.2,1186193.5,1117999.9,903539.44,914654.1,959106.0,793333.6,682215.8,827336.6,803681.06,881262.2,822252.94,854182.0,959730.1,840625.25,423210.12,607828.94,928201.8,301594.12,0.0,
329,147.06519108370483,3.5095234,height,,,,,,,,,,,582200.8,427911.34,1106815.8,1015954.8,911218.4,1248787.2,1071712.0,876360.75,856388.1,970473.06,769790.75,610280.5,803362.75,817221.06,877011.6,773612.5,855966.2,986755.7,831196.9,427632.25,587477.9,934520.06,320005.4,0.0,
330,135.08051761784554,3.5095234,height,,,,,,,,,,,4391922.0,3393180.5,7677077.0,7922317.5,7180708.0,8470413.0,7824524.0,6312435.0,6968922.0,6236326.5,5010720.0,4503784.5,6282289.0,6545036.5,6499487.5,6431377.0,6660994.5,7706791.5,6773960.5,3042106.2,4629578.5,6418940.5,2312460.2,0.0,
331,165.07578442795625,3.5095232,height,,,,,,,,,,,4093315.5,3121249.8,7171417.0,7469548.0,6780729.0,7869668.5,7290569.0,5794217.5,6557698.5,5958149.0,4675091.5,4108365.8,5705268.0,6091432.5,6024909.0,5935393.5,6133893.5,7105096.5,6222514.5,2892577.5,4263160.5,5982983.5,2081022.6,0.0,
332,383.1013026556871,3.5090117,height,,,,,,,,,,,587867.06,493228.66,979324.56,1021052.75,860770.5,1010045.06,900208.3,859201.6,897685.7,918374.2,641501.06,708313.75,770524.75,749649.6,784189.3,800746.8,793414.6,981014.4,864364.06,517190.28,634938.94,782256.56,384133.53,0.0,
333,321.130789475684,3.5100405,height,,,,,,,,,,,12135988.0,10060310.0,20357484.0,20878890.0,19836842.0,23845810.0,21663492.0,19111052.0,19192394.0,17851822.0,14612997.0,12812556.0,18931114.0,17766482.0,18217716.0,18272140.0,18118358.0,20459106.0,18580014.0,8506835.0,13605641.0,17457456.0,8250952.5,0.0,
334,299.1489285903849,3.5100765,height,,,,,,,,,,,12500024.0,9373639.0,21301478.0,21930398.0,20193884.0,22819246.0,21669156.0,16939258.0,19425656.0,17425884.0,13869192.0,11818286.0,17133964.0,17717972.0,18019646.0,17912562.0,18233526.0,21067392.0,18315560.0,8776256.0,12826739.0,18051494.0,6421552.0,0.0,
335,344.20673163984213,3.510594,height,,,,,,,,,,,12422843.0,10185917.0,19862904.0,19227816.0,16230890.0,19844618.0,17458572.0,17062774.0,18383472.0,15755228.0,12097384.0,13464758.0,13422843.0,12889494.0,14026951.0,14608315.0,16597799.0,20945536.0,17028298.0,9765320.0,13451419.0,15399721.0,5805277.5,0.0,
336,316.17560040156087,3.5100765,height,,,,,,,,,,,1329692.6,938447.94,2292453.0,2344067.2,2233219.5,2404712.2,2426403.2,1759510.5,2069288.4,1869354.6,1489118.0,1361319.4,1819880.2,1981633.2,2058446.1,1917478.1,1932671.9,2227601.0,2068512.8,971512.06,1328198.1,1944234.8,769658.75,0.0,
337,337.10476285776434,3.510041,height,,,,,,,,,,,1058508.8,827789.3,1866158.4,1856097.1,1757575.5,2151200.8,1879706.5,1773005.8,1666980.4,1541493.2,1218368.6,1360380.6,1627507.2,1530399.2,1559416.4,1584086.9,1605126.2,1837055.1,1617015.9,741649.06,1153899.0,1510108.2,824851.75,0.0,
338,178.05684250359104,3.5106542,height,,,,,,,,,,,552743.2,392672.1,909842.5,999891.75,853658.7,846518.44,893777.06,697800.9,783854.0,858973.5,652702.75,586898.56,719571.3,781894.56,867038.6,722825.75,788224.9,827205.4,727303.7,366807.28,487490.2,812849.5,312257.72,0.0,
339,226.14376920515932,3.519097,height,,,,,,,,,,,489687.84,0.0,246197.69,478158.97,508513.56,603193.0,280402.16,528844.0,211243.11,0.0,683631.56,0.0,404463.2,319991.2,336817.75,420286.0,449523.12,591101.1,379187.22,567746.7,0.0,578097.75,0.0,0.0,
340,401.26189035865696,3.5848567,height,,,,,,,,,,,603619.44,541530.4,569944.9,549168.94,441141.66,525746.4,582518.3,507964.12,504152.44,605868.3,508615.47,447374.47,725486.94,716110.75,516502.1,739985.44,647574.7,664172.5,603859.7,732590.0,661551.75,778653.06,594525.5,268999.66,
341,383.10136009301607,3.614413,height,,,,,,,,,,,225404.05,142813.73,380369.0,491403.34,337295.66,471773.28,397307.0,383006.56,420557.3,298375.2,308857.88,338127.22,351074.78,384401.8,358528.38,336055.16,433212.12,398683.38,334734.06,144627.02,236484.05,326840.56,164253.88,0.0,
342,178.0568301558565,3.6164,height,,,,,,,,,,,196939.25,142676.56,322959.7,431147.66,330405.4,471295.25,367741.84,320617.1,356833.1,290228.47,297373.5,292278.94,343329.16,346167.06,357876.1,386843.56,377640.56,350229.8,334037.47,132840.62,231883.47,334744.94,157400.97,0.0,
343,398.0658022395035,3.6177688,height,,,,,,,,,,,692157.94,436649.47,1064259.5,1433804.2,1069012.6,1532722.2,1227347.5,1101835.1,1234249.6,982819.75,990416.94,957680.6,1168568.5,1222465.5,1159126.8,1235109.4,1282442.4,1156988.6,1096419.4,438451.75,739739.75,1113778.9,509954.6,0.0,
344,129.05473998456696,3.6188805,height,,,,,,,,,,,141697.86,0.0,271390.12,323668.5,230166.7,358055.6,283935.7,230803.92,274010.1,203227.84,215491.53,217619.27,233581.16,273965.22,257363.33,264857.78,283331.56,252570.17,253834.16,0.0,178578.81,246440.47,0.0,0.0,
345,135.08050280974587,3.6186032,height,,,,,,,,,,,1212269.2,736719.9,2013225.0,2560387.2,1821735.9,2696973.5,2105980.8,1898198.0,2108603.0,1526839.2,1644885.2,1639803.8,1864118.8,1950338.6,1987350.4,1955879.9,2206533.5,2008847.1,1843959.8,722492.3,1234261.5,1848887.6,805014.06,0.0,
346,147.06516047432245,3.6196518,height,,,,,,,,,,,150256.81,0.0,279242.56,347425.25,234132.1,343106.62,265179.53,235704.97,278768.0,204287.45,205776.94,220467.44,251886.56,268564.66,260560.14,256794.44,296089.6,246776.22,256544.39,0.0,189846.3,255892.39,0.0,0.0,
347,165.07577048737718,3.6189897,height,,,,,,,,,,,1099584.4,700919.4,1927266.9,2472910.8,1663704.0,2466841.8,1935255.8,1737323.4,1997363.6,1448467.1,1552575.1,1523644.6,1694196.9,1809794.1,1877134.8,1849061.6,2068075.1,1803390.0,1743889.4,670396.4,1196799.0,1732776.4,734900.1,0.0,
348,299.14888541626567,3.619968,height,,,,,,,,,,,2693765.8,1629820.4,4562979.5,5723593.5,3951940.5,5820030.0,4582830.0,4176144.5,4582975.0,3423455.2,3532721.0,3632436.8,4081821.5,4269715.5,4306414.0,4325858.5,4747272.0,4315204.0,4065864.5,1588092.5,2827442.8,4099917.0,1743810.6,0.0,
349,321.13075688128765,3.6226392,height,,,,,,,,,,,2898485.5,2115101.5,5313065.0,6425542.0,5043968.0,7575610.0,6275619.0,5678208.5,5310653.5,4190518.5,4381529.0,4351322.5,5177994.5,4997300.0,5003235.5,5618074.0,5111102.0,5309776.0,4398153.0,1961751.4,3270416.5,4430020.0,2107777.2,0.0,
350,337.10463892779524,3.6264477,height,,,,,,,,,,,0.0,0.0,361348.6,391403.03,362074.47,547941.9,461245.22,374338.66,368494.62,265435.1,277660.12,293154.1,365670.72,249833.02,343235.66,391181.78,343683.16,343532.47,299148.5,0.0,205752.03,264613.22,125772.6,0.0,
351,344.20670378294363,3.6260538,height,,,,,,,,,,,950337.75,699350.56,1701134.6,1982899.9,1423206.4,1869924.8,1544850.4,1669846.1,1737076.2,1214125.2,1115276.2,1524520.1,1175954.2,1233818.6,1411437.5,1554432.0,1643903.9,1749139.2,1531490.2,739672.9,1135335.9,1292828.5,488063.34,0.0,
352,208.130815339227,3.6504695,height,,,,,,,,,,,294894.75,0.0,125916.914,257113.58,557138.5,409125.4,233331.27,330912.88,0.0,117471.64,398487.88,0.0,289312.28,286813.5,263928.66,287726.97,300279.16,333625.94,273534.6,328863.78,135149.39,379799.9,145343.52,0.0,
353,423.2749650691608,3.6549015,height,,,,,,,,,,,757317.56,435356.9,628910.5,419680.16,477082.97,553770.56,618896.0,616757.6,402136.1,563343.56,546178.2,530886.4,579137.5,619470.94,598373.06,600402.3,544764.75,587209.1,525714.75,678545.9,510103.7,579183.44,532381.44,390653.62,
354,315.1436843628094,3.6714246,height,,,,,,,,,,,0.0,0.0,0.0,296834.12,0.0,236073.2,204101.11,0.0,0.0,0.0,170812.22,242581.03,154618.02,152298.16,156363.05,148880.19,156425.4,165122.69,0.0,0.0,0.0,230271.6,0.0,0.0,
355,321.13075321945274,3.6436014,height,,,,,,,,,,,2948640.0,2170943.0,201151.86,6806356.5,156455.2,7553360.5,182160.4,188259.19,5594167.0,4511391.5,4604665.0,4790195.5,6205537.5,5059054.0,5263728.5,5856412.0,5843643.0,5760357.5,215452.66,2039948.1,3526453.2,184651.16,2065834.2,0.0,
356,202.12595457568852,3.7138748,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329673.84,0.0,776904.2,0.0,137048.81,136174.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154884.97,0.0,
357,445.2881869271943,3.7198002,height,,,,,,,,,,,617027.5,401070.3,456918.2,391933.78,362798.62,416323.97,395898.62,397372.56,422741.8,362355.4,375489.16,364381.38,500720.7,502058.62,471083.12,575482.1,456187.53,481276.6,480402.7,588973.8,437139.56,470626.78,378476.4,181424.1,
358,183.0781119136822,3.7373657,height,,,,,,,,,,,199088.75,204662.3,191360.45,195118.33,193558.23,196894.31,203284.86,195115.5,197718.61,212863.58,189230.73,222381.19,208061.33,193427.81,201594.66,172431.22,185946.98,200753.2,196032.44,230308.52,212756.38,207908.33,195550.89,221831.27,
359,321.1307623997586,3.782553,height,,,,,,,,,,,1183728.5,842643.75,2732356.5,2262400.2,2097183.2,3114822.5,2435069.0,2095758.4,2226306.8,1705294.2,1815203.5,1636166.9,2430313.5,2264124.0,1950168.1,2169234.8,2313874.5,2433627.2,1750203.9,761517.25,1466711.2,1892879.6,893337.2,0.0,
360,299.14888981262766,3.7834022,height,,,,,,,,,,,776470.2,539455.06,1627599.6,1490647.2,1447707.6,1831480.6,1471207.2,1312670.4,1408453.8,1012005.2,1069831.6,999635.5,1369757.1,1295740.5,1219415.1,1198612.8,1412238.5,1594213.2,1114362.5,583868.1,935110.25,1167416.4,484569.6,0.0,
361,135.08051452219212,3.7835405,height,,,,,,,,,,,331913.75,279351.88,828788.5,653049.94,612498.75,813449.4,643800.75,567698.94,781321.0,537628.9,523055.06,490491.34,573143.94,671194.7,522108.16,545222.56,607832.4,710270.1,501869.47,262550.6,444170.06,497998.12,253226.97,0.0,
362,344.2067269443025,3.7828965,height,,,,,,,,,,,336812.97,223485.66,887845.94,630848.6,594557.0,760084.7,630009.94,576024.4,791428.5,538090.44,470575.3,598112.56,595542.6,509890.97,496121.28,569461.1,713802.1,762757.3,618916.0,278812.94,417820.75,469377.53,0.0,0.0,
363,165.07577944587274,3.7828665,height,,,,,,,,,,,342218.75,254048.6,756100.5,603158.9,580229.2,758926.44,611167.0,548338.75,743766.25,483982.72,480271.03,465503.7,664958.6,590323.06,584400.2,594905.7,667408.7,715308.5,489844.94,235851.39,435696.9,461925.62,229584.02,0.0,
364,467.30138793376176,3.779598,height,,,,,,,,,,,327080.3,253453.86,380555.28,272610.06,255612.55,422267.2,277018.2,332766.03,290671.9,386948.78,293591.97,291191.6,374311.0,397287.62,393542.06,413252.1,458983.84,395621.4,333790.9,486654.56,356264.1,346621.38,270021.62,0.0,
365,155.002869498132,3.7902043,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851747.1,
